Name,Height,Weight,Preferred Foot,Birth Date,Age,Preferred Positions,OVR,POT,Value,Wage,GK Reflexes,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeper
Ronaël Pierre-Gabriel ,177 cm,80 kg,Right,"June 13, 1998",25,"RB, RWB",73,77,3100000.0,16.5,10,69.0,73.0,64.16666666666667,64.66666666666667,71.85714285714286,51.125,9.4
Daniel Cataño ,174 cm,75 kg,Right,"Jan. 17, 1992",31,"CAM, RM, LM",73,73,2500000.0,14.0,10,74.5,40.5,61.0,66.33333333333333,65.57142857142857,61.0,10.2
Romain Del Castillo ,172 cm,65 kg,Left,"March 29, 1996",27,"RW, LW, RM",73,73,3200000.0,17.0,12,76.5,45.0,65.16666666666667,72.0,72.71428571428571,69.125,10.2
Lloyd Kelly ,190 cm,76 kg,Left,"Oct. 6, 1998",25,"CB, LB",73,78,3100000.0,28.0,12,68.0,74.0,66.16666666666667,64.66666666666667,69.57142857142857,45.25,9.2
Axel Tuanzebe ,185 cm,75 kg,Right,"Nov. 14, 1997",26,CB,73,77,2900000.0,14.5,12,67.0,71.5,68.33333333333333,64.0,71.28571428571429,44.5,8.6
Josh Dasilva ,184 cm,75 kg,Left,"Oct. 23, 1998",25,CM,73,78,3500000.0,13.5,14,75.0,65.5,71.33333333333333,73.0,72.0,63.75,11.2
Filippo Bandinelli ,180 cm,74 kg,Left,"March 29, 1995",28,CM,73,73,3000000.0,4.4,7,73.0,71.0,71.0,71.33333333333333,73.42857142857143,69.125,9.6
Diogo Gonçalves ,178 cm,70 kg,Right,"Feb. 6, 1997",26,"RW, CAM",73,74,3300000.0,20.5,9,73.5,61.0,70.83333333333333,66.66666666666667,75.28571428571429,69.25,10.0
Mathieu Cafaro ,178 cm,74 kg,Right,"March 25, 1997",26,"LM, RWB, LWB",73,74,3300000.0,8.2,10,73.5,47.5,63.666666666666664,69.33333333333333,74.71428571428571,66.125,9.4
Kelvin Amian ,180 cm,78 kg,Right,"Feb. 8, 1998",25,"RB, RWB, CB",73,77,3100000.0,3.7,11,66.5,71.0,66.66666666666667,64.0,78.0,51.5,10.8
Jamiro Monteiro ,175 cm,72 kg,Right,"Nov. 23, 1993",30,"CM, CAM, LM",73,73,3000000.0,7.6,5,77.0,61.5,70.5,71.0,76.28571428571429,60.5,7.4
Silvan Hefti ,183 cm,80 kg,Right,"Oct. 25, 1997",26,"RB, RWB, RM",73,78,3100000.0,17.0,8,65.0,69.5,63.333333333333336,66.0,77.42857142857143,53.125,9.8
Juninho ,187 cm,80 kg,Left,"Feb. 1, 1995",28,CB,73,74,2600000.0,21.0,7,61.0,72.0,60.833333333333336,58.666666666666664,75.71428571428571,43.25,8.6
Joe Aribo ,183 cm,76 kg,Left,"July 21, 1996",27,"CM, CAM",73,74,3300000.0,34.0,7,74.5,63.5,72.16666666666667,71.33333333333333,76.71428571428571,63.75,10.0
Filip Krovinović ,177 cm,70 kg,Right,"Aug. 29, 1995",28,"CAM, CM, CDM",73,73,3200000.0,14.0,11,75.0,54.5,71.5,72.33333333333333,66.85714285714286,66.25,9.4
Pedro Pereira ,185 cm,72 kg,Right,"Jan. 22, 1998",25,"RWB, RM, RB",73,78,3100000.0,31.0,12,71.0,73.0,66.66666666666667,68.0,73.14285714285714,44.5,9.6
Saviour Godwin ,170 cm,63 kg,Right,"Aug. 22, 1996",27,LM,73,73,3300000.0,17.5,11,76.0,35.0,61.166666666666664,59.0,80.14285714285714,58.375,10.6
Gautier Larsonneur ,181 cm,70 kg,Right,"Feb. 23, 1997",26,GK,73,76,2400000.0,6.1,74,23.0,16.0,34.166666666666664,26.666666666666668,55.57142857142857,20.75,72.2
Tino Kadewere ,183 cm,72 kg,Right,"Jan. 5, 1996",27,"ST, RW, RM",73,73,3300000.0,28.5,15,73.5,37.0,62.5,65.33333333333333,71.85714285714286,69.375,11.6
Jean-Victor Makengo ,177 cm,75 kg,Left,"June 12, 1998",25,"CM, CDM",73,77,3400000.0,18.0,9,74.5,76.0,68.66666666666667,73.66666666666667,68.28571428571429,66.0,8.6
Giuseppe Pezzella ,187 cm,81 kg,Left,"Nov. 29, 1997",26,"LB, LM, LWB",73,75,3100000.0,8.6,13,71.0,70.5,66.33333333333333,71.33333333333333,71.71428571428571,56.625,10.2
Cryzan ,191 cm,85 kg,Right,"July 7, 1996",27,"ST, LM",73,73,3400000.0,12.0,14,69.0,18.5,62.333333333333336,68.66666666666667,79.71428571428571,68.875,10.8
Fabri Arnoia ,175 cm,73 kg,Right,"Feb. 29, 1992",31,"RW, CF",73,73,2500000.0,15.5,8,73.0,11.5,59.833333333333336,65.0,72.85714285714286,61.375,11.2
Marlon Nideiro ,169 cm,66 kg,Right,"Feb. 29, 1996",27,CAM,73,73,3200000.0,14.0,9,74.5,28.5,62.5,68.66666666666667,70.85714285714286,63.125,8.6
Claudinho Vair ,175 cm,75 kg,Right,"Feb. 29, 1988",35,RW,73,73,1200000.0,11.5,8,76.5,43.0,59.0,69.0,71.57142857142857,56.875,9.8
Nuno Lisareda ,190 cm,88 kg,Right,"Feb. 29, 2000",23,ST,73,73,3600000.0,13.5,11,73.0,20.5,61.166666666666664,55.0,72.42857142857143,68.125,8.0
Luis Couprins ,177 cm,72 kg,Right,"Feb. 29, 2000",23,"CDM, CM",73,73,3100000.0,11.0,10,59.0,67.0,66.66666666666667,65.0,72.71428571428571,65.375,11.6
Darinho Carioca ,178 cm,75 kg,Left,"Feb. 29, 1996",27,ST,73,73,3300000.0,15.5,14,67.5,21.0,53.0,49.666666666666664,63.857142857142854,64.875,11.0
Sandelas Júnior ,183 cm,78 kg,Left,"Feb. 29, 1992",31,CDM,73,73,2100000.0,13.0,7,64.0,70.0,66.33333333333333,66.0,66.57142857142857,55.0,12.6
Fabrio Farinha ,177 cm,72 kg,Left,"Feb. 29, 1992",31,"CAM, LM",73,73,2500000.0,14.0,15,76.0,52.0,64.0,75.33333333333333,69.57142857142857,62.125,11.2
Enaldo Toxeto ,181 cm,79 kg,Left,"Feb. 29, 1984",39,CB,73,73,550000.0,8.6,12,65.0,72.0,60.333333333333336,67.0,68.85714285714286,56.625,10.4
Pavelinho Serra ,191 cm,88 kg,Right,"Feb. 29, 1992",31,CB,73,73,2100000.0,13.0,8,54.5,71.0,57.166666666666664,56.666666666666664,48.42857142857143,49.125,9.0
Silvosinho ,177 cm,73 kg,Right,"Feb. 29, 1996",27,"RB, RM, RWB",73,73,2900000.0,13.0,7,64.5,71.0,62.0,69.66666666666667,69.57142857142857,58.25,8.8
Neviano Neves ,170 cm,70 kg,Right,"Feb. 29, 2000",23,"CM, RM",73,73,3500000.0,12.0,10,74.5,61.5,65.0,73.66666666666667,67.85714285714286,68.25,10.4
Tramontinaldo ,175 cm,71 kg,Right,"Feb. 29, 1996",27,"RB, RM",73,73,2900000.0,13.0,7,66.5,76.0,60.0,73.66666666666667,67.42857142857143,57.375,8.8
Jeffmeirson ,179 cm,77 kg,Left,"Feb. 29, 1992",31,LB,73,73,2200000.0,13.0,8,58.5,72.5,67.33333333333333,70.0,71.14285714285714,59.875,9.4
Jonas Damasto ,177 cm,69 kg,Left,"Feb. 29, 1996",27,LB,73,73,2900000.0,13.0,12,59.0,70.5,53.0,64.33333333333333,72.71428571428571,49.125,11.0
Emu Teixeira ,180 cm,81 kg,Right,"Feb. 29, 1984",39,CB,73,73,550000.0,8.6,14,54.5,75.0,62.666666666666664,59.666666666666664,68.14285714285714,41.875,11.8
Michel Cruceiro ,185 cm,82 kg,Left,"Feb. 29, 1992",31,"CDM, CM",73,73,2100000.0,13.0,9,66.5,68.5,66.5,70.66666666666667,66.0,67.25,10.0
Guto Costinho ,179 cm,77 kg,Left,"Feb. 29, 1988",35,CB,73,73,800000.0,9.2,12,62.0,74.5,62.166666666666664,56.333333333333336,65.71428571428571,42.625,11.6
Nicolás Formido ,183 cm,77 kg,Left,"Feb. 29, 2000",23,"CAM, LM, CM",73,73,3500000.0,12.0,12,74.5,25.0,67.66666666666667,74.0,70.28571428571429,69.375,8.8
Juliano Mascarinhas ,183 cm,80 kg,Right,"Feb. 29, 1996",27,CDM,73,73,2900000.0,13.0,16,63.0,70.0,68.0,67.33333333333333,67.71428571428571,52.75,10.6
Paulson Junqueira ,177 cm,76 kg,Left,"Feb. 29, 1996",27,LB,73,73,2900000.0,13.0,15,67.5,72.0,64.66666666666667,66.33333333333333,74.85714285714286,52.25,13.0
Caio Chissano ,173 cm,74 kg,Left,"Feb. 29, 1988",35,"LB, LM",73,73,925000.0,9.2,8,69.5,73.5,60.833333333333336,69.0,70.71428571428571,40.875,10.4
Lúcio Anselmão ,169 cm,69 kg,Left,"Feb. 29, 1992",31,"CM, CDM, LB",73,73,2500000.0,14.0,16,70.5,69.0,70.66666666666667,70.33333333333333,71.42857142857143,58.625,12.8
Otávio Cairinho ,179 cm,80 kg,Right,"Feb. 29, 1992",31,"CB, RB",73,73,2100000.0,13.0,7,50.0,75.5,61.666666666666664,62.333333333333336,64.42857142857143,55.125,10.2
Freder Cabral ,188 cm,83 kg,Right,"Feb. 29, 1992",31,GK,73,73,1600000.0,10.5,66,21.0,12.0,41.333333333333336,16.333333333333332,45.857142857142854,19.25,72.2
Jaim Abra ,188 cm,81 kg,Right,"Feb. 29, 1992",31,GK,73,73,1600000.0,10.5,74,17.5,18.5,37.166666666666664,18.0,52.285714285714285,19.0,72.6
Faitout Maouassa ,170 cm,73 kg,Left,"July 6, 1998",25,"LM, LB, LWB",73,76,3500000.0,15.5,9,74.0,72.5,69.16666666666667,71.66666666666667,78.14285714285714,63.125,8.4
Fabien Centonze ,182 cm,75 kg,Right,"Jan. 16, 1996",27,"RB, RWB",73,74,2900000.0,17.0,13,68.0,70.0,68.5,68.0,77.14285714285714,54.125,12.0
Harry Souttar ,198 cm,79 kg,Right,"Oct. 22, 1998",25,CB,73,76,3100000.0,26.5,13,59.0,72.5,59.166666666666664,53.0,58.0,34.625,12.8
Dael Fry ,191 cm,72 kg,Right,"Aug. 30, 1997",26,CB,73,77,2900000.0,20.0,7,61.0,72.0,62.166666666666664,58.0,64.0,35.25,10.2
Lazo ,180 cm,69 kg,Right,"Feb. 16, 1996",27,"LM, RM",73,73,3200000.0,9.1,6,75.0,32.0,55.666666666666664,71.0,68.14285714285714,64.5,8.8
Luca de la Torre ,178 cm,63 kg,Left,"May 23, 1998",25,"LM, CM, CDM",73,76,3400000.0,17.5,10,74.0,59.5,64.83333333333333,72.66666666666667,68.71428571428571,57.0,10.8
Matthieu Udol ,178 cm,79 kg,Left,"March 20, 1996",27,LB,73,74,2900000.0,14.5,13,71.0,72.0,66.5,67.66666666666667,74.85714285714286,53.0,11.6
Oliver Abildgaard ,192 cm,86 kg,Left,"June 10, 1996",27,"CDM, CM",73,74,2900000.0,3.9,10,70.5,71.5,70.33333333333333,66.33333333333333,70.28571428571429,63.125,10.2
Dimitry Bertaud ,180 cm,85 kg,Right,"June 6, 1998",25,GK,73,78,2500000.0,13.0,75,21.5,19.0,34.5,28.333333333333332,54.0,22.25,72.2
Robin Lod ,181 cm,82 kg,Left,"April 17, 1993",30,"RM, ST, CM",73,73,2900000.0,7.3,10,73.5,49.0,64.66666666666667,70.33333333333333,72.85714285714286,68.25,10.6
Joël Drommel ,193 cm,90 kg,Right,"Nov. 16, 1996",27,GK,73,76,2400000.0,10.5,75,32.5,19.5,37.5,31.666666666666668,56.57142857142857,24.125,73.6
Marvin Mehlem ,174 cm,67 kg,Right,"Sept. 11, 1997",26,"CAM, LM",73,76,3400000.0,18.5,13,74.5,55.0,65.83333333333333,68.33333333333333,71.85714285714286,56.0,11.0
Samuel Adegbenro ,178 cm,75 kg,Right,"Dec. 3, 1995",28,"LW, LM, ST",73,73,3200000.0,5.1,12,73.5,33.5,60.666666666666664,59.333333333333336,86.0,65.5,11.0
Bart Ramselaar ,178 cm,74 kg,Right,"June 29, 1996",27,"CAM, LW",73,74,3200000.0,14.0,12,74.5,48.5,66.33333333333333,68.66666666666667,75.28571428571429,66.0,11.2
Alexis Canelo ,178 cm,80 kg,Right,"Feb. 3, 1992",31,"LM, ST, LW",73,73,2500000.0,12.0,7,72.5,21.0,62.166666666666664,67.33333333333333,76.14285714285714,68.625,9.4
Jordan Siebatcheu ,191 cm,86 kg,Right,"April 26, 1996",27,ST,73,74,3300000.0,28.0,6,72.0,31.0,59.833333333333336,57.666666666666664,71.42857142857143,66.0,11.2
Diego Viera ,186 cm,89 kg,Right,"April 30, 1991",32,CB,73,73,2000000.0,13.0,7,47.5,74.0,57.333333333333336,48.0,56.714285714285715,35.625,9.8
Braian Romero ,178 cm,75 kg,Right,"June 15, 1991",32,"ST, RM",73,73,2500000.0,14.0,12,72.5,52.5,67.83333333333333,65.66666666666667,79.57142857142857,67.375,10.6
Fábio Abreu ,182 cm,83 kg,Right,"Jan. 29, 1993",30,ST,73,73,3000000.0,12.0,14,69.5,18.5,56.0,51.0,76.71428571428571,68.125,11.6
Jacob Bruun Larsen ,183 cm,77 kg,Right,"Sept. 19, 1998",25,"ST, LM",73,78,3600000.0,24.5,11,73.5,49.0,67.33333333333333,68.66666666666667,74.57142857142857,68.875,10.6
David Barbona ,179 cm,69 kg,Right,"Feb. 22, 1995",28,"CAM, RM, CM",73,73,3100000.0,13.5,11,73.5,39.0,60.333333333333336,73.66666666666667,72.57142857142857,63.25,10.0
Jakub Jankto ,184 cm,74 kg,Left,"Jan. 19, 1996",27,"LM, CM",73,73,3200000.0,19.5,15,73.5,66.0,71.66666666666667,71.66666666666667,70.42857142857143,66.0,12.2
Ianis Hagi ,182 cm,72 kg,Right,"Oct. 22, 1998",25,"CAM, CF",73,78,3500000.0,34.0,13,75.0,32.0,62.5,72.66666666666667,64.85714285714286,70.375,11.8
Haris Hajradinović ,178 cm,74 kg,Left,"Feb. 18, 1994",29,"CM, CAM",73,73,3000000.0,13.0,11,75.5,56.5,69.5,75.66666666666667,72.28571428571429,67.375,9.4
Gonzalo Martínez ,172 cm,75 kg,Left,"June 13, 1993",30,"RM, CAM, LM",73,73,2900000.0,15.0,15,78.5,29.0,61.0,71.33333333333333,69.0,69.5,11.0
Scott McKenna ,189 cm,80 kg,Left,"Nov. 12, 1996",27,CB,73,76,2900000.0,41.0,9,52.0,70.5,55.333333333333336,52.0,61.57142857142857,38.625,8.8
Ben Sheaf ,185 cm,64 kg,Right,"Feb. 5, 1998",25,"CDM, CM",73,78,3000000.0,29.5,11,65.0,70.5,67.33333333333333,70.33333333333333,63.0,56.5,12.8
Pedro Gallese ,188 cm,79 kg,Right,"Feb. 23, 1990",33,GK,73,73,1000000.0,5.4,74,20.5,19.0,42.166666666666664,32.0,45.857142857142854,21.125,70.8
Adam Masina ,191 cm,87 kg,Left,"Jan. 2, 1994",29,"CB, LB, LWB",73,73,2500000.0,13.5,6,70.0,75.5,66.83333333333333,70.66666666666667,63.714285714285715,47.375,10.8
Andrés Ibargüen ,168 cm,63 kg,Right,"May 7, 1992",31,LM,73,73,2500000.0,14.0,9,74.5,22.5,59.0,68.0,72.28571428571429,61.875,10.8
Jack Hendry ,194 cm,88 kg,Right,"May 7, 1995",28,CB,73,75,2600000.0,22.5,13,61.5,69.0,64.66666666666667,59.0,71.71428571428571,49.25,11.6
Jean-Luc Dompé ,170 cm,65 kg,Right,"Aug. 12, 1995",28,LW,73,73,3200000.0,25.5,12,76.0,43.0,60.5,69.0,72.0,68.125,10.0
Javairô Dilrosun ,175 cm,73 kg,Left,"June 22, 1998",25,"RW, LW, CAM",73,76,3400000.0,14.0,11,78.0,35.5,56.666666666666664,66.66666666666667,73.71428571428571,55.875,10.4
Ola Aina ,184 cm,82 kg,Right,"Oct. 8, 1996",27,"LB, LM, RM",73,75,3000000.0,41.0,9,73.5,69.5,65.83333333333333,69.33333333333333,78.14285714285714,57.5,10.0
Maximilian Wittek ,173 cm,68 kg,Left,"Aug. 21, 1995",28,"LB, LM",73,73,2900000.0,18.0,7,70.5,70.0,69.16666666666667,69.33333333333333,77.0,68.5,11.8
Javier Cabrera ,168 cm,62 kg,Right,"March 18, 1992",31,"RM, RWB",73,73,2500000.0,11.5,10,75.0,61.5,69.5,68.66666666666667,75.14285714285714,56.875,11.0
Paul Bernardoni ,190 cm,78 kg,Left,"April 18, 1997",26,GK,73,75,2400000.0,11.0,76,20.5,15.0,36.166666666666664,21.333333333333332,40.0,21.5,72.4
Timo Baumgartl ,192 cm,90 kg,Right,"March 4, 1996",27,CB,73,76,2800000.0,10.0,11,53.0,73.0,62.0,57.333333333333336,59.857142857142854,40.5,13.8
Leart Paqarada ,184 cm,76 kg,Left,"Oct. 8, 1994",29,"LB, LWB",73,73,2800000.0,20.5,15,71.5,68.0,63.5,73.66666666666667,72.14285714285714,56.0,10.4
Mata ,185 cm,79 kg,Right,"Oct. 24, 1988",35,"ST, LM",73,73,1500000.0,23.0,12,73.5,28.5,66.5,60.333333333333336,61.714285714285715,68.75,9.6
Aleksandar Pešić ,190 cm,87 kg,Right,"May 21, 1992",31,ST,73,73,2600000.0,15.5,10,69.0,47.0,64.16666666666667,59.0,68.42857142857143,67.375,12.0
Krzysztof Piątek ,183 cm,77 kg,Right,"July 1, 1995",28,ST,73,73,3100000.0,22.5,13,70.5,29.0,59.833333333333336,51.333333333333336,71.0,67.125,10.8
Fabián Noguera ,193 cm,94 kg,Right,"March 20, 1993",30,CB,73,73,2500000.0,10.5,8,51.5,70.0,60.5,47.333333333333336,59.857142857142854,38.25,10.6
Isaac Success ,182 cm,90 kg,Right,"Jan. 7, 1996",27,ST,73,74,3300000.0,15.5,10,76.5,28.5,59.333333333333336,66.33333333333333,70.42857142857143,65.0,11.0
Francisco Fydriszewski ,186 cm,76 kg,Right,"April 13, 1993",30,ST,73,73,3000000.0,15.5,7,71.5,25.5,59.833333333333336,49.333333333333336,62.285714285714285,66.75,9.2
Iván Villar ,189 cm,76 kg,Right,"July 9, 1997",26,GK,73,78,2500000.0,12.5,74,19.0,15.0,35.333333333333336,19.333333333333332,39.42857142857143,20.75,72.0
Rúnar Alex Rúnarsson ,186 cm,76 kg,Right,"Feb. 18, 1995",28,GK,73,75,2200000.0,50.0,73,22.5,17.0,36.833333333333336,30.0,49.57142857142857,21.0,72.6
Manolis Saliakas ,175 cm,75 kg,Right,"Sept. 12, 1996",27,RWB,73,74,3000000.0,14.0,13,68.0,71.0,66.66666666666667,67.66666666666667,69.28571428571429,57.375,12.4
Sivera ,185 cm,79 kg,Right,"Aug. 11, 1996",27,GK,73,76,2400000.0,14.0,76,20.0,14.5,39.166666666666664,29.666666666666668,57.142857142857146,21.625,72.2
Nahuel Losada ,185 cm,79 kg,Right,"April 17, 1993",30,GK,73,73,2000000.0,8.7,69,18.5,14.5,31.0,22.333333333333332,46.285714285714285,21.625,71.8
Mathias Normann ,179 cm,75 kg,Right,"May 28, 1996",27,"CDM, CM",73,74,2900000.0,15.0,7,73.5,67.0,70.66666666666667,72.0,74.28571428571429,61.0,9.8
Carlos Gruezo ,173 cm,71 kg,Right,"April 19, 1995",28,"CDM, CM",73,74,2700000.0,7.0,11,65.0,73.0,67.83333333333333,61.333333333333336,70.28571428571429,47.375,10.8
Mariano ,180 cm,76 kg,Right,"Aug. 1, 1993",30,ST,73,73,3000000.0,23.0,15,69.5,37.0,66.83333333333333,55.666666666666664,74.85714285714286,74.25,11.0
Miloš Veljković ,188 cm,83 kg,Right,"Sept. 26, 1995",28,CB,73,74,2800000.0,18.0,11,58.0,74.0,61.833333333333336,57.333333333333336,59.142857142857146,37.625,11.8
Luca Mazzitelli ,187 cm,76 kg,Right,"Nov. 15, 1995",28,"CM, CDM",73,73,3200000.0,11.0,10,73.0,67.5,70.0,74.66666666666667,61.857142857142854,60.875,9.0
Jack Stacey ,180 cm,66 kg,Right,"April 6, 1996",27,"RB, RWB",73,74,2900000.0,25.0,13,70.5,71.5,66.83333333333333,67.66666666666667,72.14285714285714,54.0,10.8
Andrés Mosquera ,185 cm,85 kg,Left,"Sept. 10, 1991",32,GK,73,73,1600000.0,10.5,76,17.0,20.0,32.833333333333336,25.333333333333332,47.714285714285715,21.5,71.0
Dawid Kownacki ,185 cm,75 kg,Right,"March 14, 1997",26,"ST, CAM",73,76,3400000.0,21.0,11,73.5,24.0,64.66666666666667,62.666666666666664,72.85714285714286,66.25,11.4
Elías Gómez ,179 cm,70 kg,Left,"June 9, 1994",29,"LB, LWB",73,73,2700000.0,12.0,8,73.5,70.0,69.83333333333333,69.33333333333333,78.57142857142857,63.375,12.2
Carlos Fernández ,186 cm,71 kg,Left,"May 22, 1996",27,ST,73,74,3300000.0,25.5,12,75.5,21.5,62.833333333333336,61.666666666666664,64.14285714285714,67.625,10.8
Ulrik Saltnes ,187 cm,78 kg,Right,"Nov. 10, 1992",31,CM,73,73,2900000.0,6.5,14,71.0,66.0,73.33333333333333,70.33333333333333,79.42857142857143,62.0,11.0
Niclas Eliasson ,178 cm,70 kg,Left,"Dec. 7, 1995",28,"RM, LM",73,73,3200000.0,14.0,14,73.5,41.5,62.833333333333336,66.0,78.28571428571429,59.125,11.6
Jean-Eudes Aholou ,186 cm,71 kg,Left,"March 20, 1994",29,"CM, CDM",73,73,3000000.0,19.5,8,72.0,73.0,73.83333333333333,72.0,67.14285714285714,59.125,9.8
Ezequiel Ponce ,181 cm,76 kg,Right,"March 29, 1997",26,ST,73,76,3400000.0,15.5,6,71.5,29.0,60.5,58.0,75.57142857142857,69.75,9.6
Tiemoué Bakayoko ,189 cm,85 kg,Right,"Aug. 17, 1994",29,"CDM, CM",73,73,2700000.0,18.0,10,70.0,72.5,70.83333333333333,65.0,60.714285714285715,49.75,12.2
Roger Martínez ,180 cm,76 kg,Right,"June 23, 1994",29,"ST, LW, RW",73,73,3000000.0,17.0,13,74.5,24.0,64.66666666666667,66.33333333333333,77.85714285714286,68.125,13.0
Henrique ,173 cm,72 kg,Left,"April 25, 1994",29,LB,73,73,2700000.0,25.0,15,71.0,73.0,65.5,67.33333333333333,71.57142857142857,44.875,11.8
Lukas Lerager ,188 cm,82 kg,Right,"July 12, 1993",30,CM,73,73,3000000.0,19.5,13,69.0,71.0,75.33333333333333,69.33333333333333,74.71428571428571,66.25,10.8
Carlos Mané ,173 cm,63 kg,Right,"March 11, 1994",29,"LM, RW, LW",73,73,3000000.0,13.0,11,75.5,33.5,63.166666666666664,63.666666666666664,74.71428571428571,67.0,12.0
Kieffer Moore ,196 cm,83 kg,Right,"Aug. 8, 1992",31,ST,73,73,3000000.0,39.0,9,69.5,41.5,63.5,57.0,67.28571428571429,66.625,10.0
Gonçalo Paciência ,184 cm,80 kg,Right,"Aug. 1, 1994",29,ST,73,73,3100000.0,20.5,7,75.5,26.5,70.0,52.333333333333336,65.85714285714286,72.375,10.0
Richard Ortiz ,174 cm,75 kg,Left,"May 22, 1990",33,"CDM, CM",73,73,1500000.0,13.0,12,68.5,67.5,72.33333333333333,66.66666666666667,78.85714285714286,66.375,13.0
Domagoj Antolić ,178 cm,78 kg,Right,"June 30, 1991",32,"CM, CAM, CDM",73,73,2400000.0,17.5,8,69.5,67.0,72.16666666666667,76.66666666666667,62.42857142857143,67.875,11.8
Arijan Ademi ,183 cm,79 kg,Right,"May 29, 1991",32,"CM, CDM",73,73,2400000.0,14.0,14,73.0,67.0,74.16666666666667,63.666666666666664,72.14285714285714,57.125,12.4
Rafael Delgado ,178 cm,70 kg,Left,"Jan. 13, 1990",33,"LWB, CB, LB",73,73,1600000.0,10.5,11,67.5,69.0,74.16666666666667,68.0,79.42857142857143,68.125,10.8
Alireza Jahanbakhsh ,181 cm,78 kg,Right,"Aug. 11, 1993",30,RW,73,73,3000000.0,15.0,7,74.0,42.5,68.16666666666667,68.33333333333333,76.0,71.875,9.4
Cédric Brunner ,181 cm,80 kg,Right,"Feb. 17, 1994",29,RB,73,73,2700000.0,10.5,15,67.5,71.5,66.83333333333333,64.33333333333333,73.14285714285714,51.25,10.0
Matt Miazga ,193 cm,84 kg,Right,"July 19, 1995",28,CB,73,75,2800000.0,6.7,15,58.5,71.5,58.666666666666664,51.333333333333336,59.0,34.0,10.6
Edimilson Fernandes ,187 cm,77 kg,Right,"April 15, 1996",27,"CB, RWB, CM",73,75,2800000.0,19.5,13,74.5,75.5,66.5,73.0,70.71428571428571,64.625,12.0
Deniz Türüç ,177 cm,75 kg,Left,"Jan. 29, 1993",30,"RM, LM",73,73,2900000.0,20.0,13,73.5,58.0,68.83333333333333,73.33333333333333,74.14285714285714,71.25,12.2
Alexander Schlager ,184 cm,77 kg,Right,"Feb. 1, 1996",27,GK,73,75,2300000.0,11.5,74,18.0,17.0,30.166666666666668,21.0,44.57142857142857,20.5,71.0
Brendan Chardonnet ,181 cm,74 kg,Right,"Dec. 22, 1994",28,CB,73,75,2600000.0,15.0,13,59.0,73.0,62.0,58.666666666666664,63.857142857142854,48.125,11.6
Rúben Vezo ,183 cm,80 kg,Right,"April 25, 1994",29,"CB, RB",73,74,2500000.0,10.0,14,63.5,73.5,64.5,68.33333333333333,73.0,53.875,10.4
Martín Cauteruccio ,179 cm,76 kg,Right,"April 14, 1987",36,ST,73,73,1000000.0,10.0,10,71.0,39.0,64.83333333333333,61.666666666666664,70.28571428571429,73.875,9.2
Luciano Lollo ,184 cm,88 kg,Right,"March 29, 1987",36,CB,73,73,550000.0,8.3,10,48.5,74.5,58.833333333333336,55.666666666666664,53.857142857142854,47.25,9.8
Lucas Menossi ,169 cm,70 kg,Right,"July 11, 1992",31,CM,73,73,2900000.0,10.5,9,72.0,64.0,70.83333333333333,71.0,77.57142857142857,63.125,10.2
Bruno Bianchi ,183 cm,79 kg,Right,"Feb. 17, 1989",34,CB,73,73,1000000.0,9.6,10,56.5,74.0,60.5,61.0,65.28571428571429,36.125,13.8
Francisco Pizzini ,179 cm,79 kg,Right,"Sept. 19, 1993",30,"LM, RM, CF",73,73,3000000.0,13.0,11,73.5,34.5,62.5,70.66666666666667,77.14285714285714,65.375,9.6
Gumbau ,187 cm,77 kg,Left,"Dec. 18, 1994",28,"CM, CDM, RM",73,73,3000000.0,17.0,9,70.5,72.5,66.66666666666667,74.66666666666667,61.57142857142857,65.75,11.8
Federico Rasmussen ,191 cm,79 kg,Left,"March 4, 1992",31,"CB, LB",73,73,2100000.0,8.6,12,59.0,72.5,61.333333333333336,68.0,66.85714285714286,39.75,10.8
Gauthier Gallon ,186 cm,79 kg,Right,"April 23, 1993",30,GK,73,74,2000000.0,24.5,75,17.5,14.5,40.166666666666664,22.666666666666668,46.714285714285715,20.625,73.2
Raúl Loaiza ,180 cm,70 kg,Right,"June 8, 1994",29,"CDM, CM",73,73,2600000.0,12.5,12,66.5,69.5,70.0,67.0,66.42857142857143,45.625,12.0
Aketxe ,174 cm,69 kg,Left,"Dec. 30, 1993",29,"CAM, RM",73,73,3000000.0,9.6,8,70.5,49.0,60.833333333333336,77.66666666666667,67.42857142857143,74.75,12.8
Eduard Sobol ,186 cm,73 kg,Left,"April 20, 1995",28,"LWB, LM",73,73,2800000.0,18.0,10,70.5,69.0,67.33333333333333,66.0,73.28571428571429,65.5,10.8
Jean-Charles Castelletto ,186 cm,78 kg,Right,"Jan. 26, 1995",28,CB,73,74,2600000.0,18.0,9,62.5,73.5,61.5,55.666666666666664,67.14285714285714,39.0,12.6
Joe Rothwell ,183 cm,77 kg,Right,"Jan. 11, 1995",28,"CM, CDM",73,73,3000000.0,37.0,9,75.5,63.5,67.83333333333333,72.33333333333333,72.57142857142857,65.375,11.8
Glen Kamara ,181 cm,73 kg,Right,"Oct. 28, 1995",28,"CM, CDM",73,73,3200000.0,34.0,7,76.0,67.5,70.66666666666667,68.0,77.0,58.625,10.4
